duration,zcr_mean,zcr_std,centroid_mean,centroid_std,flatness_mean,flatness_std,rolloff_mean,rolloff_std,onset_strength_mean,onset_strength_std,contrast_0_mean,contrast_0_std,contrast_1_mean,contrast_1_std,contrast_2_mean,contrast_2_std,contrast_3_mean,contrast_3_std,contrast_4_mean,contrast_4_std,contrast_5_mean,contrast_5_std,contrast_6_mean,contrast_6_std,mfcc_1_mean,mfcc_1_std,mfcc_delta_1_mean,mfcc_delta2_1_mean,mfcc_2_mean,mfcc_2_std,mfcc_delta_2_mean,mfcc_delta2_2_mean,mfcc_3_mean,mfcc_3_std,mfcc_delta_3_mean,mfcc_delta2_3_mean,mfcc_4_mean,mfcc_4_std,mfcc_delta_4_mean,mfcc_delta2_4_mean,mfcc_5_mean,mfcc_5_std,mfcc_delta_5_mean,mfcc_delta2_5_mean,mfcc_6_mean,mfcc_6_std,mfcc_delta_6_mean,mfcc_delta2_6_mean,mfcc_7_mean,mfcc_7_std,mfcc_delta_7_mean,mfcc_delta2_7_mean,mfcc_8_mean,mfcc_8_std,mfcc_delta_8_mean,mfcc_delta2_8_mean,mfcc_9_mean,mfcc_9_std,mfcc_delta_9_mean,mfcc_delta2_9_mean,mfcc_10_mean,mfcc_10_std,mfcc_delta_10_mean,mfcc_delta2_10_mean,mfcc_11_mean,mfcc_11_std,mfcc_delta_11_mean,mfcc_delta2_11_mean,mfcc_12_mean,mfcc_12_std,mfcc_delta_12_mean,mfcc_delta2_12_mean,mfcc_13_mean,mfcc_13_std,mfcc_delta_13_mean,mfcc_delta2_13_mean,filepath,label
56.93868480725624,0.06759699538830004,0.01694132638885076,903.4400725530625,219.71898127478318,0.00039259094,0.012530079,1247.1481727572107,520.0768768596788,0.3682362,0.36309692,18.49711303884084,5.127609595589964,14.860698391309185,5.733520927657795,39.769546883616904,6.652038934532072,40.406334227038656,6.365723527622143,30.30431526897903,9.247967452139623,18.848129792855758,3.129195395456057,47.073755752796366,3.8155114650399247,-487.68387,22.745892,-0.025301931,-0.009170874,54.617203,19.808655,-0.025984365,-0.00779139,-4.3845043,11.823093,-0.006437922,-0.00049229374,-34.71587,13.420915,0.008048793,0.0007029661,-34.03262,13.7959,0.01531528,6.423821e-05,-27.096304,14.918062,0.018694906,0.00090578804,-23.638262,13.409837,0.017415134,0.0016720523,-14.735145,12.4652405,0.009421591,0.0007195217,1.9113474,19.975105,-0.0005783302,-0.0012992208,16.172771,22.668669,-0.0062638163,-0.0009070312,19.345148,20.27197,-0.011347893,0.00045285694,12.314808,24.386673,-0.016966512,-0.0010310662,3.387661,29.938807,-0.016702171,-0.0030348126,data/clips/nonvocaloid/003 - Lost At A Sleepover.mp3,nonvocaloid
257.14666666666665,0.14763777687641083,0.06570759223107651,2583.7978024140893,661.897639530153,0.04182958,0.1296656,5568.663260087472,1380.7327357138208,0.9643083,0.52161306,29.357466421088468,5.808089862334735,16.895630504241396,4.603544394279097,21.03030300995716,4.438956194849047,20.130570543957692,3.784015680340456,20.308450926777695,3.3386748269599553,18.855877858992802,2.6971240845958224,48.57929499191085,4.649554991632451,-58.316917,78.80891,-5.511075e-09,4.9513565e-10,72.33759,20.847103,-6.888844e-10,-1.7975577e-09,-3.8924606,16.668724,1.6791557e-09,-1.0548542e-09,19.27223,10.913522,-1.722211e-10,-4.3055275e-11,3.6349509,8.5038,9.47216e-10,1.9374874e-10,14.869022,10.603625,-1.0333265e-09,5.6510047e-10,7.374035,7.730798,-1.2055477e-09,4.3055275e-11,1.7331797,8.442617,1.0763819e-09,1.2378391e-10,7.4859624,9.080451,1.722211e-10,5.812462e-10,1.7629625,7.145965,-4.090251e-10,3.55206e-10,-6.0220184,7.396149,-1.722211e-10,-7.10412e-10,1.2769995,6.708268,-3.444422e-10,6.0277383e-10,-0.8402288,7.437557,-5.1666327e-10,8.611055e-11,data/clips/nonvocaloid/002-Aqours Pirates Desire.flac,nonvocaloid
279.24,0.14013261793457923,0.04536826218839373,2267.1172350800903,416.02889533378755,0.023987258,0.10144465,4503.402820094223,750.9088417622149,0.99136156,0.45889214,33.16262065195346,6.430066096937122,16.399300540834233,3.915143054696152,19.28001368695027,4.397561957017846,21.05694747605873,4.187814425406054,20.207529179704093,3.4943967405949605,19.965833061513262,2.9444885893471864,50.55054642975038,4.507681433357448,-55.302513,82.72299,-2.5376332e-09,-1.7247976e-09,80.31016,20.098698,-3.1720417e-09,-6.344083e-10,-19.12308,11.42988,1.5860208e-10,6.839715e-10,34.0696,10.171898,0.0,-6.6414624e-10,0.02865658,7.0964365,-5.154568e-10,3.4694206e-10,7.8852143,7.166338,1.5860208e-10,-4.8571885e-10,2.4063654,6.7996836,3.965052e-11,4.758062e-10,2.1225693,7.0460033,-3.9650522e-10,1.4868945e-10,2.9570045,6.290665,-1.9825261e-10,-2.577284e-10,4.760457,6.6495805,3.1720415e-10,-2.379031e-10,-6.1061125,6.2870984,1.1895156e-10,5.947578e-11,3.362775,5.8080006,-5.551073e-10,3.9650522e-10,-4.624123,6.2392697,5.551073e-10,-9.863067e-10,data/clips/nonvocaloid/001-smile smile ship Start!.flac,nonvocaloid
222.76,0.17260406284201063,0.0650719383196563,2887.7619443808167,621.5767176401882,0.039152127,0.11426642,6294.556580162406,1386.6896551944951,1.0299193,0.55346906,30.02100662866205,6.406118092570682,19.887029537811564,5.340694176189892,23.007952282143368,4.3180429736044434,22.510616264502428,3.6516924244666216,20.901134064218855,3.2408140018835256,19.377060462081513,3.3283858662472756,49.359491239664166,4.742026422174195,-49.725716,93.34705,3.1809024e-09,2.3359752e-09,59.371704,19.568537,3.976128e-10,1.24254e-10,-5.3021646,14.571141,-9.94032e-11,9.94032e-11,13.853204,10.717156,-3.976128e-10,-6.2127004e-10,0.037339877,8.276667,-3.976128e-10,-5.902065e-10,4.0173993,9.033836,-9.443304e-10,-4.97016e-11,2.9119833,8.219973,2.982096e-10,-5.653557e-10,3.104578,7.889708,6.958224e-10,8.325018e-10,2.2207234,8.326205,-4.97016e-11,7.828002e-10,3.2331204,6.7099075,5.467176e-10,-8.4492724e-10,-1.9764612,7.2500606,6.2127004e-10,7.952256e-10,5.608672,7.7267227,6.958224e-10,8.69778e-10,-4.105286,7.4484653,2.48508e-10,9.816066e-10,data/clips/nonvocaloid/002-空中恋愛論.flac,nonvocaloid
255.96,0.1427686273273086,0.049886143738582495,2713.6996863979543,475.2289535893129,0.031125527,0.116053015,5911.5518201764335,1045.9080175684396,0.93261725,0.36225435,32.06518446858518,5.7593039641795425,18.278901551309776,4.480719976741581,20.566762789932284,4.9706537364633485,21.400111181592102,4.365439623001747,19.484653743679235,3.701983381815888,19.330409019925405,2.968042590039523,50.04189659918072,4.13978985985373,-52.42937,80.80346,0.0,-1.5139061e-10,52.28844,15.830517,1.7301783e-09,-3.2440845e-11,-13.390177,15.652533,6.9207134e-10,-5.244603e-10,25.00445,10.920151,-3.4603567e-10,1.08136146e-10,11.7012005,9.172129,2.5952676e-10,-5.62308e-10,12.109677,8.782217,1.7301784e-10,4.325446e-11,11.749215,6.503109,8.650892e-11,5.4068073e-11,16.934538,7.6125593,-6.0556243e-10,2.4330632e-10,6.523458,6.9249177,1.2976338e-10,-1.2976338e-10,10.277025,6.719522,-4.3254458e-10,-2.162723e-11,1.1022502,7.5986843,8.650892e-11,-9.732253e-11,9.079335,6.96587,-7.7858026e-10,-4.3254458e-10,2.3972404,6.9127893,2.5952676e-10,-5.4608756e-10,data/clips/nonvocaloid/002-Lonely Snow Planet.flac,nonvocaloid
270.32,0.1684400869427504,0.06398630291510307,2907.6402785036707,567.2667408780463,0.037843112,0.11193929,6288.105001942724,1251.3574027082768,1.011612,0.47483963,27.117599320925585,6.720304844743835,19.038661516890514,5.024338555128954,21.42293856150338,4.889521635259155,21.745312447449596,4.4197232013323475,20.34911383903596,3.685814705359122,20.023323488710787,3.13211199733338,49.78725741859796,5.059112020749025,-57.886124,89.11217,-2.6213347e-09,2.867085e-10,53.330948,18.04097,0.0,-2.2527094e-10,-3.211869,17.880648,1.3106674e-09,6.348545e-10,23.289087,13.02112,0.0,4.9150023e-10,3.6290605,10.443622,-1.1058756e-09,4.1982312e-10,3.1989517,10.249333,-1.6383342e-10,8.652452e-10,7.801272,8.451043,0.0,1.2287507e-09,10.470245,8.829135,1.6383342e-10,4.0958353e-10,7.393557,9.239695,-6.553337e-10,8.191671e-11,7.7520328,8.398021,-1.6383342e-10,1.0239588e-09,1.8970156,8.01657,-1.3106674e-09,5.73417e-10,9.263459,7.7603993,1.6383342e-10,-1.6383342e-10,1.9759207,8.284981,1.6383342e-10,-5.017398e-10,data/clips/nonvocaloid/002-Love Pulsar.flac,nonvocaloid
309.50666666666666,0.0793125527475619,0.04378336705390063,1401.820403841676,551.1164545674799,0.012960802,0.10561714,2871.393674834724,1387.569022551854,0.90659153,0.5399519,26.903556806485053,6.080343490599809,21.158325768480605,4.822122737627537,27.391670948142796,4.976133822485544,27.692496254704686,5.247556666272252,26.246860489791946,5.1803101524638295,23.5540514296465,4.7230094228431,49.40724031047103,5.0873199138715055,-140.51726,106.679306,0.0,-2.1641897e-09,120.96005,33.88215,-1.7170431e-09,-4.6503248e-10,10.534071,18.467709,1.3593258e-09,-4.739754e-10,32.846745,17.005014,7.154346e-10,-6.886058e-10,3.1457515,11.888891,-1.4308692e-10,6.081194e-10,10.035446,12.19188,1.0731519e-09,4.0243195e-10,3.8209794,10.594615,-5.3657595e-10,-8.764074e-10,-4.204391,10.401985,-9.3006497e-10,-1.0105514e-09,5.657833,9.748239,-8.5852153e-10,-1.5650131e-10,-2.8642957,9.616024,2.5040212e-10,3.174741e-10,-3.192302,8.272588,3.577173e-10,4.4714663e-11,2.0285916,9.03767,-3.577173e-10,-5.9023353e-10,-6.862791,10.905984,-7.154346e-11,-6.0364796e-10,data/clips/nonvocaloid/002-CHANGELESS.flac,nonvocaloid
286.2,0.1105661115223917,0.0442899836911389,2126.0007552583743,524.8270424248941,0.022395482,0.12354781,4529.467175267219,1212.3204444414048,0.95684934,0.434452,29.561531916756536,5.682218149598297,18.98500745865833,5.192847530297561,23.22896064500064,4.881080055608779,24.37894040482978,4.246848256430475,24.43095811641529,4.0000822810990035,22.642879005044247,3.960059847553619,49.985223736117455,5.109766788858733,-92.6255,102.71788,-7.427611e-09,-2.7079833e-10,86.931,26.092255,-1.2379352e-09,-1.2862921e-09,-1.11274,13.727862,2.2437576e-09,-5.0291116e-10,15.584531,13.066433,-6.189676e-10,-7.156813e-10,0.4485979,10.038623,1.0058223e-09,-1.4507053e-10,2.5649598,10.429408,-1.1605642e-10,-8.220663e-11,3.9381814,10.606495,4.2554021e-10,-9.671368e-10,-2.812166,10.42084,-3.094838e-10,1.9342737e-10,5.8769393,10.513835,5.802821e-10,1.8375601e-10,6.183101,8.816055,1.2379352e-09,-7.737095e-11,-4.347001,9.201821,6.5765304e-10,6.479817e-10,6.7281914,10.14865,-9.2845137e-10,2.176058e-10,3.4314396,9.728433,-6.9633854e-10,4.4488296e-10,data/clips/nonvocaloid/002-心の羽よ君へ飛んでけ！.flac,nonvocaloid
59.00195011337868,0.02063401264998033,0.008790189292637404,364.12515685497544,76.7405619653008,2.8658611e-05,0.0008387328,330.99887706837626,201.36435653619722,0.6970773,0.29039416,42.410401748135826,5.173799789375398,20.78527588224375,3.4951001160771975,13.49169607461488,3.017586877009225,15.202008476640623,2.0437406122164585,18.50918872946747,1.8263067266960906,15.429056429222962,1.3267655480564766,45.66788486511044,1.5320913223999977,-374.6307,39.89803,-0.024280652,-0.030781602,182.34926,27.188892,-0.027251475,-0.027880838,29.44972,7.7689652,-0.011979722,-0.0032796466,8.96686,4.7742243,-0.0041408828,0.0022637006,25.93458,4.0183907,-0.005634556,-0.0031407508,15.371307,3.2324352,-0.005002127,-0.002611709,-3.72068,4.221136,-0.0032722284,-0.00012883492,2.8619592,3.7160633,-0.0029857347,-0.0016382723,0.66935796,4.106639,-0.0019830277,-0.0017896248,-15.680271,5.2433577,-1.5591188e-05,0.0010670784,-10.66957,3.7727413,0.0019648417,0.0018915259,-16.138868,4.9802127,0.0012886353,0.00087540736,-23.312605,5.482812,0.00025574228,0.0013411652,data/clips/nonvocaloid/004 - Spaces In-Between.mp3,nonvocaloid
271.81333333333333,0.08353204646525583,0.047876608388182355,1712.8509309902436,507.20388844907507,0.019583354,0.12897088,3615.5759987847814,1336.2956477750454,0.8973325,0.4947673,33.060492300457256,5.623062424875725,22.4619948319435,5.089893541796334,26.47973539453816,5.159191439977145,26.527435935864094,4.456736511658516,25.27897105291291,4.367510238312513,22.99344319183725,4.236849795239418,49.81239459464024,5.4207921560403545,-111.28235,95.33947,-2.6067803e-09,5.702332e-10,98.387215,28.30259,1.3033902e-09,7.7388795e-10,0.1213528,12.891201,2.851166e-10,-8.1461886e-11,21.464546,12.727403,0.0,4.4804038e-10,11.035192,9.556479,-1.0590046e-09,4.0730944e-10,6.585426,11.358618,0.0,-9.113549e-10,9.308715,8.112867,-1.0590046e-09,2.1383745e-10,5.138826,11.788546,8.146189e-10,-2.7493388e-10,2.7980254,8.731046,-1.1811974e-09,1.3746694e-10,3.7763972,8.934695,-4.0730944e-10,-3.8694398e-10,-8.701814,9.854326,9.775426e-10,5.091368e-11,2.7877817,8.531194,8.1461886e-11,7.433397e-10,-2.7890012,9.389712,1.6292377e-10,-7.942534e-10,data/clips/nonvocaloid/003-After The Rain.flac,nonvocaloid
