filename,label,embedding_path
0_nonvocaloid.wav,nonvocaloid,embeddings/0_nonvocaloid.npy
1000_nonvocaloid.wav,nonvocaloid,embeddings/1000_nonvocaloid.npy
1001_nonvocaloid.wav,nonvocaloid,embeddings/1001_nonvocaloid.npy
1002_nonvocaloid.wav,nonvocaloid,embeddings/1002_nonvocaloid.npy
1003_nonvocaloid.wav,nonvocaloid,embeddings/1003_nonvocaloid.npy
1004_nonvocaloid.wav,nonvocaloid,embeddings/1004_nonvocaloid.npy
1005_nonvocaloid.wav,nonvocaloid,embeddings/1005_nonvocaloid.npy
1006_nonvocaloid.wav,nonvocaloid,embeddings/1006_nonvocaloid.npy
1007_nonvocaloid.wav,nonvocaloid,embeddings/1007_nonvocaloid.npy
1008_nonvocaloid.wav,nonvocaloid,embeddings/1008_nonvocaloid.npy
1009_nonvocaloid.wav,nonvocaloid,embeddings/1009_nonvocaloid.npy
100_nonvocaloid.wav,nonvocaloid,embeddings/100_nonvocaloid.npy
1011_nonvocaloid.wav,nonvocaloid,embeddings/1011_nonvocaloid.npy
1012_nonvocaloid.wav,nonvocaloid,embeddings/1012_nonvocaloid.npy
1014_nonvocaloid.wav,nonvocaloid,embeddings/1014_nonvocaloid.npy
1015_nonvocaloid.wav,nonvocaloid,embeddings/1015_nonvocaloid.npy
1016_nonvocaloid.wav,nonvocaloid,embeddings/1016_nonvocaloid.npy
1017_nonvocaloid.wav,nonvocaloid,embeddings/1017_nonvocaloid.npy
1018_nonvocaloid.wav,nonvocaloid,embeddings/1018_nonvocaloid.npy
1019_nonvocaloid.wav,nonvocaloid,embeddings/1019_nonvocaloid.npy
101_nonvocaloid.wav,nonvocaloid,embeddings/101_nonvocaloid.npy
1020_nonvocaloid.wav,nonvocaloid,embeddings/1020_nonvocaloid.npy
1021_nonvocaloid.wav,nonvocaloid,embeddings/1021_nonvocaloid.npy
1022_nonvocaloid.wav,nonvocaloid,embeddings/1022_nonvocaloid.npy
1023_nonvocaloid.wav,nonvocaloid,embeddings/1023_nonvocaloid.npy
1024_nonvocaloid.wav,nonvocaloid,embeddings/1024_nonvocaloid.npy
1025_nonvocaloid.wav,nonvocaloid,embeddings/1025_nonvocaloid.npy
1026_nonvocaloid.wav,nonvocaloid,embeddings/1026_nonvocaloid.npy
1027_nonvocaloid.wav,nonvocaloid,embeddings/1027_nonvocaloid.npy
1028_nonvocaloid.wav,nonvocaloid,embeddings/1028_nonvocaloid.npy
1029_nonvocaloid.wav,nonvocaloid,embeddings/1029_nonvocaloid.npy
102_nonvocaloid.wav,nonvocaloid,embeddings/102_nonvocaloid.npy
1030_nonvocaloid.wav,nonvocaloid,embeddings/1030_nonvocaloid.npy
1031_nonvocaloid.wav,nonvocaloid,embeddings/1031_nonvocaloid.npy
1032_nonvocaloid.wav,nonvocaloid,embeddings/1032_nonvocaloid.npy
1034_nonvocaloid.wav,nonvocaloid,embeddings/1034_nonvocaloid.npy
1035_nonvocaloid.wav,nonvocaloid,embeddings/1035_nonvocaloid.npy
1036_nonvocaloid.wav,nonvocaloid,embeddings/1036_nonvocaloid.npy
1037_nonvocaloid.wav,nonvocaloid,embeddings/1037_nonvocaloid.npy
1039_nonvocaloid.wav,nonvocaloid,embeddings/1039_nonvocaloid.npy
103_nonvocaloid.wav,nonvocaloid,embeddings/103_nonvocaloid.npy
1040_nonvocaloid.wav,nonvocaloid,embeddings/1040_nonvocaloid.npy
1041_nonvocaloid.wav,nonvocaloid,embeddings/1041_nonvocaloid.npy
1042_nonvocaloid.wav,nonvocaloid,embeddings/1042_nonvocaloid.npy
1043_nonvocaloid.wav,nonvocaloid,embeddings/1043_nonvocaloid.npy
1044_nonvocaloid.wav,nonvocaloid,embeddings/1044_nonvocaloid.npy
1045_nonvocaloid.wav,nonvocaloid,embeddings/1045_nonvocaloid.npy
1046_nonvocaloid.wav,nonvocaloid,embeddings/1046_nonvocaloid.npy
1047_nonvocaloid.wav,nonvocaloid,embeddings/1047_nonvocaloid.npy
1048_nonvocaloid.wav,nonvocaloid,embeddings/1048_nonvocaloid.npy
1049_nonvocaloid.wav,nonvocaloid,embeddings/1049_nonvocaloid.npy
104_nonvocaloid.wav,nonvocaloid,embeddings/104_nonvocaloid.npy
1050_nonvocaloid.wav,nonvocaloid,embeddings/1050_nonvocaloid.npy
1051_nonvocaloid.wav,nonvocaloid,embeddings/1051_nonvocaloid.npy
1052_nonvocaloid.wav,nonvocaloid,embeddings/1052_nonvocaloid.npy
1053_nonvocaloid.wav,nonvocaloid,embeddings/1053_nonvocaloid.npy
1054_nonvocaloid.wav,nonvocaloid,embeddings/1054_nonvocaloid.npy
1055_nonvocaloid.wav,nonvocaloid,embeddings/1055_nonvocaloid.npy
1056_nonvocaloid.wav,nonvocaloid,embeddings/1056_nonvocaloid.npy
1057_nonvocaloid.wav,nonvocaloid,embeddings/1057_nonvocaloid.npy
1058_nonvocaloid.wav,nonvocaloid,embeddings/1058_nonvocaloid.npy
105_nonvocaloid.wav,nonvocaloid,embeddings/105_nonvocaloid.npy
1060_nonvocaloid.wav,nonvocaloid,embeddings/1060_nonvocaloid.npy
1061_nonvocaloid.wav,nonvocaloid,embeddings/1061_nonvocaloid.npy
1062_nonvocaloid.wav,nonvocaloid,embeddings/1062_nonvocaloid.npy
1063_nonvocaloid.wav,nonvocaloid,embeddings/1063_nonvocaloid.npy
1065_nonvocaloid.wav,nonvocaloid,embeddings/1065_nonvocaloid.npy
1066_nonvocaloid.wav,nonvocaloid,embeddings/1066_nonvocaloid.npy
1067_nonvocaloid.wav,nonvocaloid,embeddings/1067_nonvocaloid.npy
1068_nonvocaloid.wav,nonvocaloid,embeddings/1068_nonvocaloid.npy
1069_nonvocaloid.wav,nonvocaloid,embeddings/1069_nonvocaloid.npy
106_nonvocaloid.wav,nonvocaloid,embeddings/106_nonvocaloid.npy
1071_nonvocaloid.wav,nonvocaloid,embeddings/1071_nonvocaloid.npy
1072_nonvocaloid.wav,nonvocaloid,embeddings/1072_nonvocaloid.npy
1073_nonvocaloid.wav,nonvocaloid,embeddings/1073_nonvocaloid.npy
1074_nonvocaloid.wav,nonvocaloid,embeddings/1074_nonvocaloid.npy
1075_nonvocaloid.wav,nonvocaloid,embeddings/1075_nonvocaloid.npy
1076_nonvocaloid.wav,nonvocaloid,embeddings/1076_nonvocaloid.npy
1077_nonvocaloid.wav,nonvocaloid,embeddings/1077_nonvocaloid.npy
1078_nonvocaloid.wav,nonvocaloid,embeddings/1078_nonvocaloid.npy
1079_nonvocaloid.wav,nonvocaloid,embeddings/1079_nonvocaloid.npy
107_nonvocaloid.wav,nonvocaloid,embeddings/107_nonvocaloid.npy
1080_nonvocaloid.wav,nonvocaloid,embeddings/1080_nonvocaloid.npy
1081_nonvocaloid.wav,nonvocaloid,embeddings/1081_nonvocaloid.npy
1082_nonvocaloid.wav,nonvocaloid,embeddings/1082_nonvocaloid.npy
1083_nonvocaloid.wav,nonvocaloid,embeddings/1083_nonvocaloid.npy
1084_nonvocaloid.wav,nonvocaloid,embeddings/1084_nonvocaloid.npy
1085_nonvocaloid.wav,nonvocaloid,embeddings/1085_nonvocaloid.npy
1087_nonvocaloid.wav,nonvocaloid,embeddings/1087_nonvocaloid.npy
1089_nonvocaloid.wav,nonvocaloid,embeddings/1089_nonvocaloid.npy
108_nonvocaloid.wav,nonvocaloid,embeddings/108_nonvocaloid.npy
1090_nonvocaloid.wav,nonvocaloid,embeddings/1090_nonvocaloid.npy
1091_nonvocaloid.wav,nonvocaloid,embeddings/1091_nonvocaloid.npy
1092_nonvocaloid.wav,nonvocaloid,embeddings/1092_nonvocaloid.npy
1093_nonvocaloid.wav,nonvocaloid,embeddings/1093_nonvocaloid.npy
1094_nonvocaloid.wav,nonvocaloid,embeddings/1094_nonvocaloid.npy
1095_nonvocaloid.wav,nonvocaloid,embeddings/1095_nonvocaloid.npy
1096_nonvocaloid.wav,nonvocaloid,embeddings/1096_nonvocaloid.npy
1097_nonvocaloid.wav,nonvocaloid,embeddings/1097_nonvocaloid.npy
1098_nonvocaloid.wav,nonvocaloid,embeddings/1098_nonvocaloid.npy
1099_nonvocaloid.wav,nonvocaloid,embeddings/1099_nonvocaloid.npy
109_nonvocaloid.wav,nonvocaloid,embeddings/109_nonvocaloid.npy
10_nonvocaloid.wav,nonvocaloid,embeddings/10_nonvocaloid.npy
1100_nonvocaloid.wav,nonvocaloid,embeddings/1100_nonvocaloid.npy
1101_nonvocaloid.wav,nonvocaloid,embeddings/1101_nonvocaloid.npy
1102_nonvocaloid.wav,nonvocaloid,embeddings/1102_nonvocaloid.npy
1103_nonvocaloid.wav,nonvocaloid,embeddings/1103_nonvocaloid.npy
1104_nonvocaloid.wav,nonvocaloid,embeddings/1104_nonvocaloid.npy
1105_nonvocaloid.wav,nonvocaloid,embeddings/1105_nonvocaloid.npy
1106_nonvocaloid.wav,nonvocaloid,embeddings/1106_nonvocaloid.npy
1107_nonvocaloid.wav,nonvocaloid,embeddings/1107_nonvocaloid.npy
1108_nonvocaloid.wav,nonvocaloid,embeddings/1108_nonvocaloid.npy
1109_nonvocaloid.wav,nonvocaloid,embeddings/1109_nonvocaloid.npy
110_nonvocaloid.wav,nonvocaloid,embeddings/110_nonvocaloid.npy
1111_nonvocaloid.wav,nonvocaloid,embeddings/1111_nonvocaloid.npy
1112_nonvocaloid.wav,nonvocaloid,embeddings/1112_nonvocaloid.npy
1113_nonvocaloid.wav,nonvocaloid,embeddings/1113_nonvocaloid.npy
1114_nonvocaloid.wav,nonvocaloid,embeddings/1114_nonvocaloid.npy
1115_nonvocaloid.wav,nonvocaloid,embeddings/1115_nonvocaloid.npy
1116_nonvocaloid.wav,nonvocaloid,embeddings/1116_nonvocaloid.npy
1117_nonvocaloid.wav,nonvocaloid,embeddings/1117_nonvocaloid.npy
1118_nonvocaloid.wav,nonvocaloid,embeddings/1118_nonvocaloid.npy
1119_nonvocaloid.wav,nonvocaloid,embeddings/1119_nonvocaloid.npy
111_nonvocaloid.wav,nonvocaloid,embeddings/111_nonvocaloid.npy
1120_nonvocaloid.wav,nonvocaloid,embeddings/1120_nonvocaloid.npy
1121_nonvocaloid.wav,nonvocaloid,embeddings/1121_nonvocaloid.npy
1122_nonvocaloid.wav,nonvocaloid,embeddings/1122_nonvocaloid.npy
1123_nonvocaloid.wav,nonvocaloid,embeddings/1123_nonvocaloid.npy
1125_nonvocaloid.wav,nonvocaloid,embeddings/1125_nonvocaloid.npy
1126_nonvocaloid.wav,nonvocaloid,embeddings/1126_nonvocaloid.npy
1128_nonvocaloid.wav,nonvocaloid,embeddings/1128_nonvocaloid.npy
1129_nonvocaloid.wav,nonvocaloid,embeddings/1129_nonvocaloid.npy
112_nonvocaloid.wav,nonvocaloid,embeddings/112_nonvocaloid.npy
1130_nonvocaloid.wav,nonvocaloid,embeddings/1130_nonvocaloid.npy
1131_nonvocaloid.wav,nonvocaloid,embeddings/1131_nonvocaloid.npy
1132_nonvocaloid.wav,nonvocaloid,embeddings/1132_nonvocaloid.npy
1133_nonvocaloid.wav,nonvocaloid,embeddings/1133_nonvocaloid.npy
1134_nonvocaloid.wav,nonvocaloid,embeddings/1134_nonvocaloid.npy
1135_nonvocaloid.wav,nonvocaloid,embeddings/1135_nonvocaloid.npy
1136_nonvocaloid.wav,nonvocaloid,embeddings/1136_nonvocaloid.npy
1137_nonvocaloid.wav,nonvocaloid,embeddings/1137_nonvocaloid.npy
1138_nonvocaloid.wav,nonvocaloid,embeddings/1138_nonvocaloid.npy
1139_nonvocaloid.wav,nonvocaloid,embeddings/1139_nonvocaloid.npy
113_nonvocaloid.wav,nonvocaloid,embeddings/113_nonvocaloid.npy
1140_nonvocaloid.wav,nonvocaloid,embeddings/1140_nonvocaloid.npy
1142_nonvocaloid.wav,nonvocaloid,embeddings/1142_nonvocaloid.npy
1143_nonvocaloid.wav,nonvocaloid,embeddings/1143_nonvocaloid.npy
1144_nonvocaloid.wav,nonvocaloid,embeddings/1144_nonvocaloid.npy
1145_nonvocaloid.wav,nonvocaloid,embeddings/1145_nonvocaloid.npy
1146_nonvocaloid.wav,nonvocaloid,embeddings/1146_nonvocaloid.npy
1147_nonvocaloid.wav,nonvocaloid,embeddings/1147_nonvocaloid.npy
1148_nonvocaloid.wav,nonvocaloid,embeddings/1148_nonvocaloid.npy
1149_nonvocaloid.wav,nonvocaloid,embeddings/1149_nonvocaloid.npy
114_nonvocaloid.wav,nonvocaloid,embeddings/114_nonvocaloid.npy
1150_nonvocaloid.wav,nonvocaloid,embeddings/1150_nonvocaloid.npy
1151_nonvocaloid.wav,nonvocaloid,embeddings/1151_nonvocaloid.npy
1152_nonvocaloid.wav,nonvocaloid,embeddings/1152_nonvocaloid.npy
1153_nonvocaloid.wav,nonvocaloid,embeddings/1153_nonvocaloid.npy
1154_nonvocaloid.wav,nonvocaloid,embeddings/1154_nonvocaloid.npy
1156_nonvocaloid.wav,nonvocaloid,embeddings/1156_nonvocaloid.npy
1157_nonvocaloid.wav,nonvocaloid,embeddings/1157_nonvocaloid.npy
1158_nonvocaloid.wav,nonvocaloid,embeddings/1158_nonvocaloid.npy
1159_nonvocaloid.wav,nonvocaloid,embeddings/1159_nonvocaloid.npy
115_nonvocaloid.wav,nonvocaloid,embeddings/115_nonvocaloid.npy
1161_nonvocaloid.wav,nonvocaloid,embeddings/1161_nonvocaloid.npy
1162_nonvocaloid.wav,nonvocaloid,embeddings/1162_nonvocaloid.npy
1163_nonvocaloid.wav,nonvocaloid,embeddings/1163_nonvocaloid.npy
1164_nonvocaloid.wav,nonvocaloid,embeddings/1164_nonvocaloid.npy
1165_nonvocaloid.wav,nonvocaloid,embeddings/1165_nonvocaloid.npy
1166_nonvocaloid.wav,nonvocaloid,embeddings/1166_nonvocaloid.npy
1168_nonvocaloid.wav,nonvocaloid,embeddings/1168_nonvocaloid.npy
1169_nonvocaloid.wav,nonvocaloid,embeddings/1169_nonvocaloid.npy
116_nonvocaloid.wav,nonvocaloid,embeddings/116_nonvocaloid.npy
1170_nonvocaloid.wav,nonvocaloid,embeddings/1170_nonvocaloid.npy
1171_nonvocaloid.wav,nonvocaloid,embeddings/1171_nonvocaloid.npy
1172_nonvocaloid.wav,nonvocaloid,embeddings/1172_nonvocaloid.npy
1174_nonvocaloid.wav,nonvocaloid,embeddings/1174_nonvocaloid.npy
1175_nonvocaloid.wav,nonvocaloid,embeddings/1175_nonvocaloid.npy
1176_nonvocaloid.wav,nonvocaloid,embeddings/1176_nonvocaloid.npy
1177_nonvocaloid.wav,nonvocaloid,embeddings/1177_nonvocaloid.npy
1178_nonvocaloid.wav,nonvocaloid,embeddings/1178_nonvocaloid.npy
1179_nonvocaloid.wav,nonvocaloid,embeddings/1179_nonvocaloid.npy
117_nonvocaloid.wav,nonvocaloid,embeddings/117_nonvocaloid.npy
1181_nonvocaloid.wav,nonvocaloid,embeddings/1181_nonvocaloid.npy
1182_nonvocaloid.wav,nonvocaloid,embeddings/1182_nonvocaloid.npy
1183_nonvocaloid.wav,nonvocaloid,embeddings/1183_nonvocaloid.npy
1185_nonvocaloid.wav,nonvocaloid,embeddings/1185_nonvocaloid.npy
1186_nonvocaloid.wav,nonvocaloid,embeddings/1186_nonvocaloid.npy
1187_nonvocaloid.wav,nonvocaloid,embeddings/1187_nonvocaloid.npy
1189_nonvocaloid.wav,nonvocaloid,embeddings/1189_nonvocaloid.npy
118_nonvocaloid.wav,nonvocaloid,embeddings/118_nonvocaloid.npy
1190_nonvocaloid.wav,nonvocaloid,embeddings/1190_nonvocaloid.npy
1191_nonvocaloid.wav,nonvocaloid,embeddings/1191_nonvocaloid.npy
1193_nonvocaloid.wav,nonvocaloid,embeddings/1193_nonvocaloid.npy
1194_nonvocaloid.wav,nonvocaloid,embeddings/1194_nonvocaloid.npy
1195_nonvocaloid.wav,nonvocaloid,embeddings/1195_nonvocaloid.npy
1196_nonvocaloid.wav,nonvocaloid,embeddings/1196_nonvocaloid.npy
1198_nonvocaloid.wav,nonvocaloid,embeddings/1198_nonvocaloid.npy
1199_nonvocaloid.wav,nonvocaloid,embeddings/1199_nonvocaloid.npy
119_nonvocaloid.wav,nonvocaloid,embeddings/119_nonvocaloid.npy
11_nonvocaloid.wav,nonvocaloid,embeddings/11_nonvocaloid.npy
1200_nonvocaloid.wav,nonvocaloid,embeddings/1200_nonvocaloid.npy
1201_nonvocaloid.wav,nonvocaloid,embeddings/1201_nonvocaloid.npy
1202_nonvocaloid.wav,nonvocaloid,embeddings/1202_nonvocaloid.npy
